,author,text,likes,published_at,Unnamed: 0
242,@fisherman2045,Na wazazi wako comfortable na mtoto wenu ameingizwa cult🤔hapa kuna ????marks,1,2025-07-30T00:51:52Z,142.0
243,@OmondiTyson,Funny wedding😂😂,2,2025-07-29T23:42:11Z,143.0
244,@CelineMwende-s8b,Hizo chain achoki nazo,2,2025-07-29T22:51:36Z,144.0
245,@josephmwando7070,Stupidy ujinga ushenzi,0,2025-07-29T22:50:26Z,145.0
246,@lovetoto-i7n,😂😂😂😂😂😂 hakuna dowa tena,1,2025-07-29T22:36:48Z,146.0
247,@JessicaJessy-d8s,Pastor ako wapi hii n harusi poa Sana Sana kushinda zote walai 😅😅😅😅,1,2025-07-29T22:32:43Z,147.0
248,@paulinewangila-cs6ys,"Rot generation hawajuwi wanatoka wapi na wanaenda wapi kazi ni ulevi,mugukaa, sherehe,ujeuri na ukosefu wa nidhamu tattoos tuuu kwa mwili",2,2025-07-29T22:29:16Z,148.0
249,@essinyambu3121,😂😂😂😂 hizi ni gani aki,8,2025-07-29T21:40:27Z,149.0
250,@gww-px8vc,"Life is spiritual,  i feel sorry for both something is off",25,2025-07-29T20:51:08Z,150.0
251,@sophienamu1156,Huyu si dame ni mumama😂😂😂,10,2025-07-29T20:05:45Z,151.0
252,@josephndungu3053,Crazy gen zii😂😂😂😂😂,4,2025-07-29T19:54:46Z,152.0
253,@stanleymwakilishi1634,Awa walikua tala kdo kuzika mvutaji mwenzio ndo wakakuja kwa harusi,6,2025-07-29T19:52:21Z,153.0
254,@alicell2804,"😂😂😂😂😂hizo zombi na zombie ndo mawhat
Alafu Jana Kwa Obinna TV wuee mamorio walijitambua😂😂😂😂",7,2025-07-29T19:23:24Z,154.0
255,@maryteresia8240,Real wedding or acting?,1,2025-07-29T19:15:10Z,155.0
256,@passlinemedia6657,Hakuna ata DJ ?,3,2025-07-29T18:46:26Z,156.0
257,@grantonjoseph1447,"𝑀𝑘𝑜 𝑠𝑢𝑟𝑒 ℎ𝑢𝑦𝑢 𝑠𝑖 𝑚𝑡𝑜𝑡𝑜 𝑤𝑎 𝑀𝑎𝑖𝑛𝑎 𝑁𝑗𝑒𝑛𝑔𝑎,
𝑀𝑏𝑜𝑛𝑎 𝑤𝑎𝑛𝑎𝑓𝑎𝑛𝑎𝑛𝑎?",2,2025-07-29T18:21:26Z,157.0
258,@Terikfinest2540,Apa mtu akitokea kuvuruga hii wedding atakula kibare kibao😂😂😂😂😂,6,2025-07-29T17:22:40Z,158.0
259,@LLYKEJONNESS,Best Wedding 💍💍💍 ever!!reallness ❤,9,2025-07-29T16:30:09Z,159.0
260,@joanchepkemboi1685,The soloist during reception 🤣🤣🤣🤣🤣,6,2025-07-29T16:23:21Z,160.0
261,@Themarkleonfamily,Nipitie niwapitie guys,2,2025-07-29T16:22:06Z,161.0
262,@theheraldbroadcastingnetwo4836,Tei c maji😂😂😂😂,1,2025-07-29T16:04:47Z,162.0
263,@SharonShibira,Kwani harusi ilikuwa ya majamaa Tu wueeh,2,2025-07-29T15:58:38Z,163.0
264,@SharonShibira,This is funny wueh SASA hakuna gospel ilichezwa which kind of a wedding is this ....😢😢😢,3,2025-07-29T15:56:35Z,164.0
265,@ChillyphylomillyAwino,Short wedding ❤,1,2025-07-29T14:58:55Z,165.0
266,@DamariesMutinda-c3b,"Mko wapi wale wa,,,'Mungu kama huyu nitatulia' hamtaki kama huyu",2,2025-07-29T14:32:58Z,166.0
267,@azerebevaline4143,Mungu saidia😂😂,1,2025-07-29T14:27:20Z,167.0
268,@maryatieno9130,🤣🤣🤣🤣,2,2025-07-29T14:14:05Z,168.0
269,@charitychiqa,"Parents approved this? 
Especially the girls parents.


I feel for this girl",2,2025-07-29T13:34:25Z,169.0
270,@RahabMbugua-pp9ex,Wee this is not normal aki😅,2,2025-07-29T13:24:50Z,170.0
271,@kellen-maina,Yani after wedding U r here explaining how it was 😂😂😂😂U man nakuona 🤓,3,2025-07-29T12:27:27Z,171.0
272,@Judith-p5m8i,Hawa ni macurlt tu,1,2025-07-29T11:36:36Z,172.0
273,@eyekonicBlink10,YUCK. CLASSLESS,2,2025-07-29T10:37:13Z,173.0
274,@swahili2worldtv,Hahaha I wasn't ready for that 😅😅. Anyway good wedding.  I pray for y'all 🙏🏻 🤲.,2,2025-07-29T10:10:22Z,174.0
275,@catherinemusyimi8591,this gen z was introduced to the cult 😢it wasn't a wedding 💍 but something like so that they can come together to be monitored 🤔. Someone big is behind everything happening now.,8,2025-07-29T10:00:35Z,175.0
276,@bettykasandiko9725,Shangweeeee haleluya😅😅😅😅😅🎉🎉,5,2025-07-29T09:59:36Z,176.0
277,@stephenkasenge4688,"This is a losr generation.  Wacha tuanze kuangalia gen alpha coz weh, this gen z thing is gone",2,2025-07-29T09:45:54Z,177.0
278,@patowteyci4713,Naona mzagatas,1,2025-07-29T09:41:31Z,178.0
279,@RuckiaHamza-fo3ln,😂😂😂aiii ziiii,5,2025-07-29T09:31:45Z,179.0
280,@DebbyMoh,What is the meaning of bride and Bride groom,3,2025-07-29T09:30:22Z,180.0
281,@LizEliza-m4r,Ww mwenyewe unafanana na bwanaharusi😂😂😂,52,2025-07-29T09:15:06Z,181.0
282,@HellenKerubo99,Mwaka moja tu then...😮 Acha  ninyamanze,2,2025-07-29T08:49:16Z,182.0
283,@Purity-q6d,😂😂😂wazazi walikubali tu,14,2025-07-29T08:31:51Z,183.0
284,@nyiturikiangel,Everything was normal but fake friends just,1,2025-07-29T08:27:45Z,184.0
285,@AnnGesare-v2v,Mko sure hii ni harusi😂😂😂😂,3,2025-07-29T08:07:35Z,185.0
286,@WambuiKibanya,I feel for the bride because after honeymoon phasee😂😂😂😂... reality will unravel 😂😂😂😂chaos will start,3,2025-07-29T08:02:37Z,186.0
287,@WambuiKibanya,Shangwee halleluyaa😂😂😂😂,23,2025-07-29T08:01:34Z,187.0
288,@Wairimubeth-m5z,Illuminati wedding,1,2025-07-29T07:49:21Z,188.0
289,@MaryWaithera-v5p,That part really got mi 😅😅😅😂,5,2025-07-29T07:45:06Z,189.0
290,@WycliffeAbdulLigare,Kenya ni motoi😅😅😅😅😅,2,2025-07-29T07:32:09Z,190.0
291,@stephenosogo6094,Na usisahau wengi wao walikuwa mboka😂😂😂,8,2025-07-29T07:31:45Z,191.0
292,@WanaWestSyde,@mzagatas si angewachafulia nmemuona apo kw wana choir 😅😅🤣,1,2025-07-29T07:15:48Z,192.0
293,@Emilymama2boys,Bora wameoana na bi harusi ni mrembo mashallah 🤗😂,17,2025-07-29T06:27:30Z,193.0
294,@stillwaterflows1,Presenter were you a student at Barton university?,3,2025-07-29T06:26:22Z,194.0
295,@jacklinekimeu,Alf kuna wenye wanasema hii haikua harusi ilikuwa maandamano😅,6,2025-07-29T06:21:09Z,195.0
296,@CarolinMuch,Weeeee Hawa wote wanakaa TU wakaa kambjeshi ya 2001huko noma dandora,4,2025-07-29T06:07:36Z,196.0
297,@keziahkendie8352,Shangwe hallelujah 😂😂😂😂wueh,13,2025-07-29T06:00:15Z,197.0
298,@MichaelynMbeti-oy2qk,"God siku zombo❤
Ndo maana mm nakutambua😊😊",3,2025-07-29T05:56:06Z,198.0
299,@vanblz05,Siku zombo man,1,2025-07-29T05:28:23Z,199.0
300,@wilsoneboyi1326,Huyu na hii ulevi atagogewa  anafikiria ndoa ni raisi ivo,4,2025-07-29T05:07:06Z,200.0
301,@kimberleymuthoni7875,Hawakusign marriage certs,0,2025-07-29T05:00:54Z,201.0
302,@BeckyNaperio-ls6bb,𝒀𝒂𝒂𝒏𝒊 𝒎𝒃𝒐𝒈𝒊 𝒚𝒐𝒕𝒆 𝒊𝒎𝒆𝒕𝒆𝒊😂😂😂😂,5,2025-07-29T03:20:07Z,202.0
303,@Davy_hostar-Et254,Ata harusi aikuwa ngumu...kitu ngumu ilikuwa nikucontrol hii mbogi😅😂😂,66,2025-07-29T02:07:52Z,203.0
304,@lordmartin5858,Huyu ndio alipewa tender ya goons mobilizing akawascam 😂. Thought was some rich kid.,33,2025-07-29T01:04:19Z,204.0
305,@MissGathoni,Wueee!,1,2025-07-28T22:36:48Z,205.0
306,@ropmercy5980,😂😂😂😂😂 wakudumu siku zombo 🤣🤣🤣,5,2025-07-28T22:19:11Z,206.0
307,@trendwithvibe-c8m,Huyu akosi ako kwa kikosi cha damuu kumwagwa believe me guys 🙏🙏,44,2025-07-28T22:05:07Z,207.0
308,@charitychebet5202,Narrator is funny😂😂😂,2,2025-07-28T22:04:07Z,208.0
309,@trendwithvibe-c8m,Izo chein nizaaa😢😢😢,8,2025-07-28T22:01:53Z,209.0
310,@RosebellagabiakaMatete,Kudinye kudinye kutombe kutombe waaah aki Kuna watu hukasirika kweli😂😂😂😂😂,7,2025-07-28T21:45:57Z,210.0
311,@SamuelKitonga9698,Funny...,1,2025-07-28T21:35:21Z,211.0
312,@Vidrian-d5h,Mary in the house😂,1,2025-07-28T21:16:24Z,212.0
313,@GodfreyMulama,Ady akuna dem kushika neti,4,2025-07-28T20:50:56Z,213.0
314,@JenipherWangu-r6d,Zetuzetu🎉,5,2025-07-28T20:50:09Z,214.0
315,@PapaOwino,True love exist,1,2025-07-28T20:44:36Z,215.0
316,@phoebesGlobalkitchen,Haya munipige sapoti pia ❤😂😂,7,2025-07-28T20:36:36Z,216.0
317,@Rukilove20,Their kids watching the wedding 😂😂😂,4,2025-07-28T20:15:17Z,217.0
318,@djizzieawesomness,Hii ndo ukweli Io ingine ni pr... Si matanga pekee tunaingia tukiwa walevi,2,2025-07-28T20:01:04Z,218.0
319,@LizNjenga-c7i,😅😅😅😅awa watu wameiva mbaya😂😂😂😂,2,2025-07-28T19:59:41Z,219.0
320,@JeremiahChitechi-c3s,Hope Ivano hakuwa 😂😂😂😂😂😂,5,2025-07-28T19:52:09Z,220.0
321,@trishiaofficial001,Nanikashanga aje iyo dei supplies zilidelay😂😂😂,2,2025-07-28T19:51:24Z,221.0
322,@luizngugivlogs5600,Genz wedding song very soon,2,2025-07-28T19:42:12Z,222.0
323,@MaureenMichael-v8z,Hio mbogi ndo walikua wana kanisa sasa,3,2025-07-28T19:12:04Z,223.0
324,@lous-pr1xq,This was crazy😂,3,2025-07-28T18:50:04Z,224.0
325,@NaomiMbulwa,Weeeee🎉 upcoming YouTubers gather here nipitie nikupitie we grow together 🎉,6,2025-07-28T18:41:13Z,225.0
326,@geoffreymanthi,Rich people problem,2,2025-07-28T17:59:17Z,226.0
327,@BonnieWahiu,Tunangoja pedi alete mali kumbe msee anashikanishwa,4,2025-07-28T17:57:17Z,227.0
328,@Mr_Mugz,kama si hivi heri ikae😅,8,2025-07-28T14:23:43Z,228.0
329,@ObinnaTVExtra,Who do you want on the next show?,237,2025-05-06T07:02:14Z,0.0
330,@stephenmosage7468,Yaani usherati mnarembesha ivi,0,2026-02-19T00:46:13Z,1.0
331,@stephenmosage7468,Dhen saii 2026 .... Bibi ya zakayo kashika usukani 😹weuh,0,2026-02-19T00:38:38Z,2.0
332,@pn5003,😂😂culture heee ziii ... He is never serious my best comedian,0,2026-02-13T06:18:11Z,3.0
333,@ruthogando6029,Imagine Sasa watoto wao wakiona hizi 😢,0,2026-01-18T19:07:41Z,4.0
334,@KAREH-m7b,Poor sabrina,0,2026-01-14T08:07:24Z,5.0
335,@KelvinGraphics,😂😂😂😂😂Ausio,0,2026-01-09T22:14:17Z,6.0
336,@LizLishh-b4f,Me here in 2026 after wedding eeiii😂😂😂fear men guys,0,2026-01-09T10:54:12Z,7.0
337,@Alvin-r7l5s,Mdomo imemuokoa,0,2026-01-07T05:52:20Z,8.0
338,@sostineonyimbo6827,Nani ako hapa 2026 from tiktok? Weka like.,20,2026-01-06T11:09:29Z,9.0
339,@Jeremiahflorah19,I think one of them had UTI then one isn't informed about this things..wakaenda tu na jina kaswende,0,2026-01-06T03:41:02Z,10.0
340,@DivinahOgamba-l4r7v,Hanaah na kimdomo,1,2026-01-05T20:16:34Z,11.0
341,@JAMESRASHID-b7i,Sahiyo culture hanyonywi😂,0,2026-01-05T19:05:32Z,12.0
342,@QuinterAchieng-u6t1j,Hi obinnna,0,2026-01-05T18:12:13Z,13.0
343,@sarahbosibori-f9d,Aki kalija ww 😂😂😂😂,1,2026-01-05T07:52:28Z,14.0
344,@QuinterOduor-x9z,Am here after wedding,1,2026-01-05T05:13:22Z,15.0
345,@SaumHazrat,🤣🤣🤣🤣,0,2026-01-04T20:38:47Z,16.0
346,@samuelngugi-k5e,sabrina ni mature hanna na jamaa wake they are acting like kids,0,2026-01-04T11:23:16Z,17.0
347,@samuelngugi-k5e,huyo jamaa ni mtoto sana,0,2026-01-04T11:21:54Z,18.0
348,@sabsjoyjoy5137,Coming back here after Samir wedding. Weeks after Hannah giving birth,17,2026-01-04T00:45:41Z,19.0
349,@KakiNguna,So uku bdo Hannah alkuwa na bol ya two ama three months 😢😢,0,2026-01-03T17:57:37Z,20.0
350,@VeronicaIsigi,"Watu wa kusema maturity iko kwa Sabrina hamjui meaning ya maturity, that lady looks like a pretender 😏😏😏",0,2025-12-23T07:16:00Z,21.0
351,@JecinterOkello-m6i,Hannah is very stupid,0,2025-11-26T17:56:34Z,22.0
352,@comingup6671,Mambo ya wanawake utakufa vibaya sana 🤣🤣🤣,0,2025-11-07T03:58:48Z,23.0
353,@MillicentKinya-j8v,😂😂😂😂huku nje Watu mnashare Watu na hamna stress,1,2025-10-16T21:51:02Z,24.0
354,@MillicentKinya-j8v,And culture is there 😂😂😂😂😂 no talk giving only the ears,0,2025-10-16T21:46:03Z,25.0
355,@WilliamSabaya-z3b8i,Bbvvn,0,2025-10-04T13:46:16Z,26.0
356,@music254kenya,Obinna we ni fala sana unaaribu interview ya boy wetu next time ukijaribu tutakusalimia,0,2025-09-14T20:20:58Z,27.0
357,@Makansidmeruprince,It's not right to kuharibia a person jina and expect him/her kukosa kujitetea so I am team Hannah all the way,2,2025-08-10T20:02:22Z,28.0
358,@peterrotumoi622,Mko na ujingaa,0,2025-08-05T19:50:35Z,29.0
359,@HonVincee,This is total nonsense why invite someone on the interview and get someone on board for such nonsense,1,2025-07-29T21:04:32Z,30.0
360,@FrinceKay091,1:38:22 😂😂😂😂 aah mimi hapo siko😅😅😅,0,2025-07-24T21:15:39Z,31.0
361,@wanja6144,"That Sabrina gal started all this,it was their interview na hawange mention names,wangeacha islide...if i were Hannah,ningereact hivo tu... That Sabrina is one bitter soul!",0,2025-07-24T13:28:31Z,32.0
362,@kellsgentleman561,I need prayers 🙏😂,0,2025-07-19T21:21:22Z,33.0
363,@WilfredOkemwa-x2d,"This is just a story, obviously Captain must defend  Hannah coz he is with her now. I can't trust anything Hannah says or provides without a lawyer going through them. Certificate and everything can be faked taking into account Hannah is rich and has money money,she can convince the fools with her documents and chats. Messages can be generated through Fake Messages App. Sabrina never wanted to speak about her past relationship,it was brought up through online chats and she responded maturely.",0,2025-07-19T07:49:09Z,34.0
364,@ismaelomondi254,you nailed it broo,1,2025-07-14T10:23:40Z,35.0
365,@StephenMukuuta,😂😂😂😂😂nipeni likes if wamewabamba,0,2025-07-14T09:33:18Z,36.0
366,@GE_Albert5,The guy is here for a comedy,0,2025-07-13T07:07:00Z,37.0
367,@FrankWaita,Sasa hio mbilikimo inaeza angusha Culture ? Someone should just gauge his/her wars .,0,2025-07-11T23:13:33Z,38.0
368,@JoyceKiarie-j3i,Obina ii ni kitu ulikua umepanga na umekosea sabrina n culture coz wao hawakua wamekuja mabishano,0,2025-07-08T20:28:26Z,39.0
369,@TENDAILYYOUTHGROUP,UYU WA RED ANAKAA ALIKUA NAYO TU,0,2025-07-08T04:21:44Z,40.0
370,@PerisMacharia-n7c,Alienda kukuliwa Dubai...and now the cowife is bitter😂😂😂😂,1,2025-07-07T21:23:35Z,41.0
371,@AribaDjke-y4,😂😂😂😂mboro was jus chilling then boooom😂😂😂,0,2025-07-06T12:39:23Z,42.0
372,@AnnMukiri-k5j,Huyu msee ameshika gwatiiii kabla akuje hapa juu wee syo hivi,0,2025-07-05T01:29:12Z,43.0
373,@genevieveedwards6303,😂😂😂😂,0,2025-07-01T19:59:14Z,44.0
374,@genevieveedwards6303,Social media😢 never forgets,0,2025-07-01T19:51:38Z,45.0
375,@flossym878,FBI wueeh😂😂😂😂,0,2025-06-30T23:25:00Z,46.0
376,@ongubobryan2392,this is stupid,0,2025-06-30T06:25:47Z,47.0
377,@magarabrian1997,"apologies to that couple  ,, ujafanya poa🙂‍↔️🙂‍↔️",0,2025-06-27T22:41:41Z,48.0
378,@RoselyneMalety,Na support Hannah..coz ako confidence na energetic...bt Sabrina a style up...,0,2025-06-27T17:27:12Z,49.0
379,@demoraah6552,Wapi results za oasis ya hosi mlienda fast...hii kitu n ukweli hanna ulikua nayo😂😂😂😂😂😂😂alafu waaaaaah huku inje sio kuzuri na jamaa mwenyewe n AK47 na ako na wanawake hao wote😂😂😂😂😂,0,2025-06-26T18:04:03Z,50.0
380,@HellenKagwi,Very wrong!!!!never do this again Obinna kindly,0,2025-06-21T13:17:35Z,51.0
381,@nicodemusratemo2037,Nonsense,0,2025-06-13T21:50:22Z,52.0
382,@LuciaWairimu-g5b,Hiyo ni kalli😅😅😅,0,2025-06-12T12:48:08Z,53.0
383,@LuciaWairimu-g5b,Hiyo kiss bana 😮,0,2025-06-12T12:33:58Z,54.0
384,@SimonNgugi-fc6xj,ii couple jamani 😂,0,2025-06-11T09:41:06Z,55.0
385,@lucianalawrence9155,"Hannah toa results za oasis...this were results for the second test.
Maybe Sabrina is right,who knows.",0,2025-06-09T09:03:07Z,56.0
386,@KyumwaMutua,Hannah benta you are so very silly,0,2025-06-07T21:21:18Z,57.0
387,@stellakerubo4834,The 2ladies yaani hawajipendi kabisaaaa.....sharing a man in the same room....wako too desperate,0,2025-06-05T03:59:26Z,58.0
388,@stellakerubo4834,Hata kama walipewa dawa na huyo mwanaume wao pia angepatiwa dawa..if not the cycle continues....,0,2025-06-05T03:57:35Z,59.0
389,@shalyneandary7036,"😂😂😂😂😅😅😅  watching after 3weeks ,,,",0,2025-06-03T22:00:16Z,60.0
390,@salomeonyango8509,Tunataka results za kisii. Sio za Agha Khan,0,2025-06-02T18:08:14Z,61.0
391,@salomeonyango8509,"Next time, please protect the interviewee.  You should have booked Hanna for another interview.  Waaaah!!",0,2025-06-02T18:07:27Z,62.0
392,@boywakitui3857,ZIET😂😂😂LOVE CULTURE 💓😂😂😂,1,2025-05-26T15:51:55Z,63.0
393,@mylacetsindori7346,I like the guy😂😂😂 aka na vibe plus ako mature😊😊,0,2025-05-26T13:54:39Z,64.0
394,@fbelons,"On that disease, I think it is misinformation. We need to understand STI, UTI and Candidiasis. In this case I think it was Candidiasis.",0,2025-05-26T10:07:28Z,65.0
395,@Vee-t5o,Gosh! Obinna you need to apologize to us for making us watch such a dignity-less episode! You are killing your brand,0,2025-05-24T20:53:34Z,66.0
396,@magarematara8919,So culture is listening as if he has a woman here,0,2025-05-24T13:49:07Z,67.0
397,@magarematara8919,Haki hawa wakisii wetu watu Nyanchwa wanatuchomea kusinda Cosmoi Choi and Osoro combined,0,2025-05-24T13:35:54Z,68.0
398,@magarematara8919,"Youngman,you have a long journey to go,you have a Kisii n a Luo woman n these very problematic ,you cannot leave one n enjoy your freedom",0,2025-05-24T12:39:18Z,69.0
399,@magarematara8919,Hiyo ya 3 some ndio tunataka,0,2025-05-24T12:05:16Z,70.0
400,@magarematara8919,So Sabrina ndio drama queen who broke everything kwa huyu kijana???,0,2025-05-24T09:49:40Z,71.0
401,@LydiaCheboi,Hannah n takataka Tu tena ya kayole 😂😂😂😂,0,2025-05-21T08:17:45Z,72.0
402,@EmishBakoka-wr8sw,Culture is vibe men,1,2025-05-20T11:03:20Z,73.0
403,@entertainmenttoday420,I bet deep down culture alitoka hapa akisema Huyu Dame akoh naye Ni temporarily option,0,2025-05-19T17:24:09Z,74.0
404,@garveyinc,a very useless episode obinna..hawa watu wa tiktok achana nao kabsaaaa..not educative.,0,2025-05-19T08:39:08Z,75.0
405,@garveyinc,mmeamua kutuletea 3vienyejiz  wa kucome kwa show😁,0,2025-05-19T08:02:51Z,76.0
406,@kentrellgolden3523,aaah heee,0,2025-05-18T06:54:27Z,77.0
407,@BRENDABARASA-h2d,Something is just off about this interview 😂,0,2025-05-18T05:07:24Z,78.0
408,@kenyaningermany,KENYAAAAAAA😅😂🤣,1,2025-05-17T22:58:30Z,79.0
409,@tonnadimples4039,"The show is okay,let everything That is hodden in the dark be exposed to moonlight.",0,2025-05-17T18:30:25Z,80.0
410,@tonnadimples4039,Sabrina is lying.,0,2025-05-17T18:27:42Z,81.0
411,@danielndei5420,"very boring host,..show was super dull,..",0,2025-05-17T02:26:59Z,82.0
412,@evanskibet3894,I thank my self for being a Kalenjin..we can't do this,0,2025-05-16T21:47:15Z,83.0
413,@veesampeivee7715,The world of usherati mungu wangu,0,2025-05-16T17:17:10Z,84.0
414,@festusmurithi1839,To this now Obina umekosea uyo jamaa heshima.,0,2025-05-16T15:22:28Z,85.0
415,@faithchebet9392,"Silence is the best weapon Hannah..coming here wasnt necessary,Obinna that wasnt fair to culture and his chick",0,2025-05-15T21:36:56Z,86.0
416,@ClintonManono,Kijana ni mushamba,0,2025-05-15T21:30:10Z,87.0
417,@PollyMwesh,Culture is like yooh hizi ni Gani sasa...no mata wati simuachi😅😅😅,1,2025-05-15T20:36:08Z,88.0
418,@MercyNjenga-q7u,Must she raise her voice to drive a point.,0,2025-05-15T10:14:44Z,89.0
419,@TaniaKemunto,The lady on red is so thick headed,0,2025-05-14T20:58:33Z,90.0
420,@Abushdeh_show,Kiherehere hannah benta. Kafala tu,0,2025-05-14T20:32:48Z,91.0
421,@leahmwendwa563,Obinna being a big bro na bado anaokota mushene😅😂😂😂😂😂😂😂,0,2025-05-14T18:53:59Z,92.0
422,@quidproquopodcast,Culture knows how to carry himself around chaos😅😅😅much respect,0,2025-05-14T14:03:39Z,93.0
423,@EmmanuelMbui-w6g,Captain was watching so he had to cover @Hannah benta,0,2025-05-14T14:01:43Z,94.0
424,@HarrizonOketcha,Beib analia mbona😂😂,0,2025-05-14T13:37:11Z,95.0
425,@winnie-ytg,"I came to watch Hannah ,,,, 
Her heart is not like ours",0,2025-05-14T05:55:41Z,96.0
426,@alicerunji7727,The couple said Hannah aitwe na obinna akamuita. I think they thought hatakuja. Sàbrina is childish na uongo mob.,0,2025-05-14T00:29:27Z,97.0
427,@lindabarbie6470,Hannah is right 💯💯💯,0,2025-05-14T00:27:04Z,98.0
428,@MammitoTebby-zj1pk,Hanna kaswende  Bentah,0,2025-05-13T21:09:12Z,99.0
429,@JedieFestus,Wait captain c mwenye ako Kwa show,0,2025-05-13T20:00:27Z,100.0
430,@BritneyMoraa-b1x,As a kisii Lady..I swear nimewatch hii interview na Aibu Kibao😂Obinna next time aki mind watu unaleta show,0,2025-05-13T18:25:49Z,101.0
431,@EmmanuelLagat-vw7wb,"OBINA HII KITU UNGEMALIZA TIME THE COUPLE WENT OUT ,,,,,,, UKO NA UFALA PIA",0,2025-05-13T14:38:36Z,102.0
432,@jamesmuendo6187,MEN!!! Never trust any living female creature,0,2025-05-13T14:23:50Z,103.0
433,@ke_otic1080,Huyu Hannah Benta anafaa achunguzwe😂😂 hayuko normal😂,0,2025-05-13T13:28:42Z,104.0
434,@ke_otic1080,Kaswende gang😂😂😂😂,0,2025-05-13T13:22:19Z,105.0
435,@jamesmuendo6187,Hao wasichana wamenikasirisha hadi sijavuta sigara leo 😒😒,0,2025-05-13T13:00:24Z,106.0
436,@WinnieLilian-y3q,From my look dem anataka obina,0,2025-05-12T22:42:22Z,107.0
437,@justuspaul2264,@obinna it wasn't fair to allow Hanna Benta to crush interview ya wenyewe,0,2025-05-12T20:54:52Z,108.0
438,@moulemoule6983,Dunia simama nishuke 🙆🏽‍♀️🙆🏽‍♀️🙆🏽‍♀️,0,2025-05-12T20:16:54Z,109.0
439,@moulemoule6983,Mkisii hapa tu ni mjinga ako na bwana yake hapo still anafeel Captain.,0,2025-05-12T20:15:32Z,110.0
440,@MUNGU545,"Obina need to be taken to hospital with his fellow idiots this is filth and nonsense interview ever in this country 

You have ebarased us but there is your pay with this idiot sily girls 

Shame in you all",1,2025-05-12T19:23:23Z,111.0
441,@ThomasTrader-s6q,its not fare obinna for someone to come from nowhere and interfere your show sir,0,2025-05-12T18:09:19Z,112.0
442,@janewanjiku6752,Sabrina alisahau kubeba filters 😅😅😅,0,2025-05-12T14:02:01Z,113.0
443,@ingabirenadine,Hannah anasema ukweli 😂😂😂😂😂😂,0,2025-05-12T13:10:37Z,114.0
444,@liarez123,But l feel hanna how can you blame someone kitu hana haifai hata ingekuwa mimi ningempiga 😂,1,2025-05-12T12:40:56Z,115.0
445,@kimdizzy254,"Coming from the three men army to this.. i feel like hawa wako soo boring, na utoto",0,2025-05-12T11:07:25Z,116.0
446,@stellakerubo4834,Yaani hawa wasichana are they really normal??sharig a man sama room .....degrading themselves  ..i hate both of you,0,2025-05-12T10:25:47Z,117.0
447,@It_is_nafula,😂😂😂😂,0,2025-05-12T09:09:56Z,118.0
