,category,language,likes,published_at,sentiment,subcategory,text,clean_text
148,Constructive,Kenyan_slang,1,2025-07-28T15:42:47Z,Positive,Supportive Speech,Fire 🚒🔥🔥,fire fire_engine fire fire
149,Constructive,Kenyan_slang,1,2025-07-28T15:42:26Z,Positive,Supportive Speech,𝐘𝐔𝐓 𝐅𝐢𝐑 𝐘𝐔𝐓🔥🔥🔥🔥,fire fire fire fire
150,Constructive,Swahili,6,2025-07-28T15:41:49Z,Negative,Corrective clarification,Mbna atuwezi download for late viewing 😢,mbna atuwezi download for late viewing crying_face
151,Constructive,Emoji,0,2025-07-28T15:41:28Z,Positive,Supportive Speech,❤❤,red_heart red_heart
152,Constructive,Swahili,0,2025-07-28T15:41:02Z,Positive,Supportive Speech,Tuma penda hao wase,tuma penda hao wase
153,Constructive,Kenyan_slang,2,2025-07-28T15:40:49Z,Positive,Supportive Speech,Noma 🔥🔥,noma fire fire
154,Constructive,Kenyan_slang,8,2025-07-28T15:40:30Z,Positive,Supportive Speech,Ata mimi  kama si  kama ya hiyo yao staki❤❤ wishing you all the best,ata mimi kama si kama ya hiyo yao staki red_heart red_heart wishing you all the best
155,Constructive,Kenyan_slang,2,2025-07-28T15:40:18Z,Positive,Supportive Speech,Top shota east siku zote,top shota east siku zote
156,Others,English,0,2025-07-28T15:40:02Z,Neutral,General Others,Late,late
157,Constructive,Swahili,0,2025-07-28T15:39:32Z,Positive,Supportive Speech,Nko huku,nko huku
158,Constructive,Kenyan_slang,334,2022-10-08T06:31:50Z,Positive,Supportive Speech,THEE PLUTO INSPIRES. https://youtu.be/ypJ0cxfHIj0 10 MOST EXPENSIVE CARS IN KENYA. Kindly watch and subscribe ❤️‍🔥💯💯,<person> inspires. 10 most expensive cars in <person>. kindly watch and subscribe heart_on_fire hundred_points hundred_points
159,Constructive,Swahili,0,2026-01-27T16:43:56Z,Negative,Corrective clarification,"kuna mahali Pluto huwa unasahau ""TIKITOK "" mambo huwa pale noma",kuna mahali <person> huwa unasahau tikitok mambo huwa pale noma
160,Cyberbullying,Kenyan_slang,0,2026-01-25T22:38:19Z,Negative,Threats,Atii Bro codeee 😢😢😢 walahii minakukata shingo  kwanza 🔪🔪🔪🔪,atii bro codeee crying_face crying_face crying_face walahii minakukata shingo kwanza kitchen_knife kitchen_knife kitchen_knife kitchen_knife
161,Constructive,Kenyan_slang,0,2026-01-02T10:30:21Z,Positive,Supportive Speech,Niko hapa 2026😅hii nayo ilikuwa out of the normal sanitize na nimependa more like this aki,niko hapa 2026 grinning_face_with_sweat hii nayo ilikuwa out of the normal sanitize na nimependa more like this aki
162,Irony,Kenyan_slang,0,2025-12-17T04:52:07Z,Neutral,Mock Laughter,bros comes before hoes...........my G did the vise vasa🥲🥲🤣🤣,bros comes before hoes..my g did the vise vasa smiling_face_with_tear smiling_face_with_tear rolling_on_the_floor_laughing rolling_on_the_floor_laughing
163,Others,Swahili,0,2025-11-07T10:50:19Z,Positive,General Others,Pluto si unipee huyo cannot ni mcute,<person> si unipee huyo cannot ni mcute
164,Irony,Kenyan_slang,0,2025-10-23T08:42:22Z,Negative,Hyperbolic understatement,Joo enyewe Love is Scum Walai,joo enyewe love is scum walai
165,Cyberbullying,Swahili,1,2025-10-20T12:33:19Z,Negative,Direct Insult,Ata yy Hana adabu hawezi ona kama alikosea,ata yy <person> adabu hawezi ona kama alikosea
166,Constructive,Swahili,0,2025-10-20T12:29:59Z,Positive,Supportive Speech,Salimia majanki sana,salimia majanki sana
167,Cyberbullying,Swahili,1,2025-10-13T10:43:47Z,Negative,Defamation,"Hapo mwisho ,,Kuna jamaa hapo nyuma ataenda na simu","hapo mwisho ,,kuna jamaa hapo nyuma ataenda na simu"
168,Irony,Kenyan_slang,0,2025-10-02T02:35:00Z,Negative,Mock Laughter,😂😂😂 ila Wakenya maboya mamoriii,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ila wakenya maboya mamoriii
169,Offensive,Kenyan_slang,0,2025-09-28T22:43:49Z,Negative,Direct Insult,Imepain utasemaa ni imetokea kwangu in seriously uyuu Budaa amefanyaaa kituu mbayaaa uyuu jamaaa akeee 😢😢😢,imepain utasemaa ni imetokea kwangu in seriously uyuu budaa amefanyaaa kituu mbayaaa uyuu jamaaa akeee crying_face crying_face crying_face
170,Irony,Kenyan_slang,0,2025-09-27T09:10:58Z,Negative,Mock compliment,Utamu wa kutrust mtu so painfull 💔💔💔💔💔,utamu wa kutrust mtu so painfull broken_heart broken_heart broken_heart broken_heart broken_heart
171,Others,English,1,2025-09-26T14:18:39Z,Neutral,General Others,Bro karma is real,bro karma is real
172,Constructive,Swahili,0,2025-09-14T07:46:46Z,Positive,Supportive Speech,Ibrah Ako fity,<person> ako fity
173,Constructive,English,0,2025-09-10T14:15:36Z,Positive,Supportive Speech,So sorry 4 tht😢❤,so sorry 4 tht crying_face red_heart
174,Constructive,Kenyan_slang,0,2025-09-08T22:14:48Z,Positive,Supportive Speech,Take it easy 😢bro,take it easy crying_face bro
175,Others,Swahili,0,2025-09-05T18:22:15Z,Neutral,General Others,Pia singelalisha😂,pia singelalisha face_with_tears_of_joy
176,Others,Swahili,10,2025-09-05T13:58:55Z,Positive,General Others,Nipewe iano nimempenda na nimemcrushia😊😊,nipewe <person> nimempenda na nimemcrushia smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes
177,Constructive,Kenyan_slang,0,2025-09-01T18:15:07Z,Neutral,Supportive Speech,Ni normal 😂😂😂,ni normal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
178,Others,Swahili,1,2025-08-28T15:01:34Z,Neutral,General Others,Simnipee number ya uyo boy,simnipee number ya uyo boy
179,Cyberbullying,Swahili,0,2025-08-16T20:38:55Z,Negative,Threats,Hapa vita ndio inatutenganisha walai,hapa vita ndio inatutenganisha walai
180,Offensive,Kenyan_slang,1,2025-08-11T12:10:02Z,Neutral,Vulgar language (Matusi),Iano ameiva kuliko hiyo nugu,<person> ameiva kuliko hiyo nugu
181,Constructive,Swahili,0,2025-08-11T11:56:11Z,Positive,Supportive Speech,Pluto nipee huyo boy walai❤❤❤❤❤,<person> nipee huyo boy walai red_heart red_heart red_heart red_heart red_heart
182,Constructive,Swahili,1,2025-08-11T11:55:15Z,Positive,Supportive Speech,Pluto nipee huyo boy plz plz,<person> nipee huyo boy plz plz
183,Offensive,English,0,2025-07-31T09:49:19Z,Negative,Sex-based,Bros before hoes🚮,bros before hoes litter_in_bin_sign
184,Offensive,Kenyan_slang,0,2025-07-21T15:29:21Z,Negative,Vulgar language (Matusi),huyu jamaa ni kapii,huyu jamaa ni kapii
185,Others,Swahili,1,2025-07-11T12:30:20Z,Neutral,General Inquiry,😂😂neza pata vida kama hii ya morio kugongeana??,face_with_tears_of_joy face_with_tears_of_joy neza pata vida kama hii ya morio kugongeana??
186,Others,Swahili,1,2025-07-10T12:12:33Z,Positive,General Others,Na vile Iano ako mcute,na vile <person> ako mcute
187,Constructive,Swahili,0,2025-07-03T21:36:27Z,Negative,Decision-criticism,quavo hujafanya fitiii,<person> hujafanya fitiii
188,Others,Swahili,0,2025-06-23T22:44:05Z,Positive,General Others,Pia mmi napenda dem wa uyu😂😂😂,pia mmi napenda dem wa uyu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
189,Constructive,Kenyan_slang,1,2025-06-20T13:04:07Z,Positive,Supportive Speech,@theeplutoshow nataka huyo😭😭😭that guy has self control and respect n he's cute,<person> nataka huyo loudly_crying_face loudly_crying_face loudly_crying_face that guy has self control and respect n hes cute
190,Others,Kenyan_slang,0,2025-06-17T18:40:05Z,Neutral,General Others,Wacha ni maintain kuwa single na mtoi wangu kuliko kunyanganyiana  maboy ama madem,wacha ni maintain kuwa single na mtoi wangu kuliko kunyanganyiana maboy ama madem
191,Constructive,Kenyan_slang,0,2025-06-17T18:36:30Z,Positive,Supportive Speech,Take heart bro bt hope ume learn lesson 😢😢😢,take heart bro bt hope ume learn lesson crying_face crying_face crying_face
192,Irony,Kenyan_slang,0,2025-05-21T07:53:57Z,Neutral,Rhetorical Question,Sasa kwani madem tunakaa aje 😅😅😅😅,sasa kwani madem tunakaa aje grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat
193,Irony,Kenyan_slang,0,2025-05-08T21:30:52Z,Neutral,Hyperbolic understatement,Self-esteem 😅😅 wueeh,self-esteem grinning_face_with_sweat grinning_face_with_sweat wueeh
194,Constructive,Kenyan_slang,0,2025-04-30T00:29:54Z,Positive,Supportive Speech,"thanx pluto for kenye unadoo, and i like venye uyo mee alijihandle","thanx <person> for kenye unadoo, and i like venye uyo mee alijihandle"
195,Offensive,Kenyan_slang,1,2025-04-16T11:02:49Z,Negative,Vulgar language (Matusi),Niliwashow wamathe hawatawapea stress  manitusi😂😂,niliwashow wamathe hawatawapea stress manitusi face_with_tears_of_joy face_with_tears_of_joy
196,Others,Swahili,0,2025-04-11T10:04:12Z,Neutral,General Others,i have the number can i call her pluto,i have the number can i call her <person>
197,Constructive,Swahili,0,2025-04-10T17:10:10Z,Positive,Decision-criticism,Walai quovo hakufanya poa joh pluto but izahh iano jooh😢😢,walai quovo hakufanya poa joh <person> but izahh <person> jooh crying_face crying_face
198,Others,Swahili,0,2025-04-02T21:43:21Z,Neutral,General Others,Lanos ni mcute,<person> ni mcute
199,Others,Kenyan_slang,0,2025-03-17T09:16:07Z,Negative,General Others,Lakin ma bro hua waachani ju ya Dem shida Dem hapendi boyz wake anapenda boyz mwingine.😅apo itauma boy,lakin ma bro hua waachani ju ya dem shida dem hapendi boyz wake anapenda boyz mwingine. grinning_face_with_sweat apo itauma boy
200,Constructive,Kenyan_slang,1,2025-03-11T09:46:19Z,Negative,Decision-criticism,"Wewe unamuumiza mwingine alafu uexpect ukae poa,,pia weee kuna siku yako","wewe unamuumiza mwingine alafu uexpect ukae poa,,pia weee kuna siku yako"
201,Offensive,Kenyan_slang,1,2025-03-09T15:14:50Z,Negative,Sex-based,Madem wengine sijui wanatakaje umepata a very intelligent guy hakuna kitu mbaya kugongewa na best friend wako.ian vumulia tu madem ni wengi utapata mmoja manze ni uchungu sana .,madem wengine sijui wanatakaje umepata a very intelligent guy hakuna kitu mbaya kugongewa na best friend wako.ian vumulia tu madem ni wengi utapata mmoja manze ni uchungu sana .
202,Cyberbullying,English,0,2025-03-08T21:03:55Z,Negative,Direct Insult,Betray in the city,betray in the city
203,Others,Swahili,0,2025-03-08T20:58:00Z,Neutral,General Others,Iano analia aki woie😢,<person> analia aki woie crying_face
204,Constructive,Swahili,0,2025-02-12T16:59:06Z,Positive,Supportive Speech,Noma sana,noma sana
205,Constructive,Emoji,0,2025-02-05T16:16:23Z,Positive,Supportive Speech,😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
206,Offensive,Swahili,0,2025-02-03T15:29:22Z,Negative,Vulgar language (Matusi),huyo dem ni fala ameacha chali mali safi anaendea msee anakaa kasongo😜,huyo dem ni fala ameacha chali mali safi anaendea msee anakaa kasongo winking_face_with_tongue
207,Cyberbullying,Kenyan_slang,0,2025-01-26T16:18:54Z,Negative,Threats,nkt! uyu anafaa tupewe location tumsalimie kidogo am angry as a man who respects bro code.,nkt! uyu anafaa tupewe location tumsalimie kidogo am angry as a man who respects bro code.
208,Others,Swahili,0,2025-01-22T10:34:40Z,Neutral,General Others,Woi navile hako kaboy Kako fity,woi navile hako kaboy kako fity
209,Others,English,0,2025-01-16T10:43:41Z,Positive,General Others,The guy Ian is so marured,the guy ian is so marured
210,Constructive,Swahili,0,2025-01-11T21:19:04Z,Positive,Humiliation,niukweli,niukweli
211,Others,Swahili,1,2025-01-11T20:48:40Z,Neutral,General Others,Bythaa ambia iano asikue n stress akuje kwangu,bythaa ambia <person> asikue n stress akuje kwangu
212,Constructive,English,0,2025-01-07T13:35:54Z,Negative,Corrective clarification,The fact that he is cuter than the other dude😂💔💔,the fact that he is cuter than the other dude face_with_tears_of_joy broken_heart broken_heart
213,Others,Swahili,0,2024-12-27T20:46:48Z,Neutral,General Others,"mimi huyu boy ameninice nipeeni siwezi mcheat mimi,,am loyal🤣🤣","mimi huyu boy ameninice nipeeni siwezi mcheat mimi,,am loyal rolling_on_the_floor_laughing rolling_on_the_floor_laughing"
214,Constructive,Emoji,0,2024-12-19T11:53:12Z,Positive,Supportive Speech,😂😂😂😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
215,Cyberbullying,Swahili,0,2024-12-06T14:01:29Z,Negative,Trolling,Nakulia besteangu dem but  siko cormfortable,nakulia besteangu dem but siko cormfortable
216,Others,English,0,2024-12-02T12:23:05Z,Neutral,General Others,Ian i love you 😂😂😂😂,ian i love you face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
217,Irony,English,0,2024-12-01T22:03:39Z,Neutral,Mock Laughter,Girls 😂😂😂😂😂,girls face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
218,Others,Swahili,0,2024-12-01T21:49:11Z,Positive,General Others,Huyu jama wa dready ni baba twins❤️,huyu jama wa dready ni baba twins red_heart
219,Irony,Swahili,0,2024-12-01T21:48:05Z,Neutral,Rhetorical Question,Unagongewa na  si mlango,unagongewa na si mlango
220,Constructive,English,0,2024-11-22T23:25:12Z,Positive,Supportive Speech,Take heart Ianoh,take heart <person>
221,Others,Kenyan_slang,0,2024-11-20T15:18:25Z,Neutral,General Others,"Iano vile ako cute😮,,,did you move on yet","<person> vile ako cute face_with_open_mouth ,,,did you move on yet"
222,Others,Swahili,0,2024-11-19T19:34:59Z,Neutral,General Inquiry,Aty ukifanyaje pluto,aty ukifanyaje <person>
223,Others,Swahili,1,2024-11-19T09:58:25Z,Neutral,General Others,Waah iyano umefikiwa pia wewe,waah iyano umefikiwa pia wewe
224,Constructive,English,0,2024-11-19T07:33:47Z,Negative,Genuine feedback,So heartbreaking😢💔💔,so heartbreaking crying_face broken_heart broken_heart
225,Others,Swahili,2,2024-11-18T16:27:21Z,Neutral,General Others,Woooiye akh iano come to me roho yangu ni kama holy spirit siwezi kuumiza,woooiye akh <person> come to me roho yangu ni kama holy spirit siwezi kuumiza
226,Cyberbullying,Kenyan_slang,0,2024-11-18T15:04:02Z,Negative,Direct Insult,Na anacheka ostrich na Sura Ka soli ya kiatu cockroach 🪳,na anacheka ostrich na sura ka soli ya kiatu cockroach cockroach
227,Irony,Swahili,0,2024-11-16T19:34:18Z,Neutral,Rhetorical Question,Kumbe kugongewa ni real🤣🤣,kumbe kugongewa ni real rolling_on_the_floor_laughing rolling_on_the_floor_laughing
228,Offensive,Swahili,0,2024-11-13T23:54:01Z,Negative,Vulgar language (Matusi),na venye anakaa maiti😂😂😂,na venye anakaa maiti face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
229,Constructive,Kenyan_slang,0,2024-11-13T10:51:34Z,Positive,Supportive Speech,Acting imeingiana proper,acting imeingiana proper
230,Cyberbullying,Kenyan_slang,0,2024-11-12T17:51:42Z,Negative,Threats,Waah kill Manzi ya mtu bana,waah kill manzi ya mtu bana
231,Cyberbullying,Kenyan_slang,0,2024-10-30T16:24:14Z,Negative,Humiliation,Kwani huyo dem hataki cute babies kwanini ana cheat na Francis atwoli,kwani huyo dem hataki cute babies kwanini ana cheat na francis atwoli
232,Others,Swahili,0,2024-10-24T11:11:24Z,Neutral,General Others,pluto hii story imeisha ajeee bhan nimeipata leo,<person> hii story imeisha ajeee bhan nimeipata leo
233,Others,Swahili,0,2024-10-22T01:56:18Z,Neutral,General Others,Alingongewa 😂🤭🤭🤭niko hapa 2024😂😂😂😂😂😂🤣🤣🤣,alingongewa face_with_tears_of_joy face_with_hand_over_mouth face_with_hand_over_mouth face_with_hand_over_mouth niko hapa 2024 face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
234,Constructive,Kenyan_slang,3,2024-10-02T21:30:41Z,Positive,Supportive Speech,😢😢😢eeh iano izaah broh ..campo usi trust love broh ..focus to na life G...nafeel that pain broh,crying_face crying_face crying_face eeh <person> izaah broh ..campo usi trust love broh ..focus to na life g...nafeel that pain broh
235,Cyberbullying,Swahili,0,2024-09-25T22:23:38Z,Negative,Threats,Angenifanyia mm huyu hangewai fanyia mtu mwengine,angenifanyia mm huyu hangewai fanyia mtu mwengine
236,Others,English,1,2024-09-23T12:50:56Z,Neutral,General Others,Ianoh you look cute.🥰🥰watching from MKU,<person> you look cute. smiling_face_with_hearts smiling_face_with_hearts watching from mku
237,Irony,Emoji,0,2024-09-17T22:57:53Z,Neutral,Mock Laughter,😢😂😂,crying_face face_with_tears_of_joy face_with_tears_of_joy
238,Constructive,Swahili,0,2024-08-25T03:42:22Z,Positive,Genuine feedback,Hio si poa😂,hio si poa face_with_tears_of_joy
239,Constructive,Kenyan_slang,1,2024-08-24T20:41:09Z,Negative,Decision-criticism,"Bro delete the friend,anakupima akili😢","bro delete the friend,anakupima akili crying_face"
240,Constructive,Kenyan_slang,0,2024-08-18T09:05:19Z,Neutral,Genuine feedback,As a man hiii ni ufala ....me the way naheshimu my friends  i cant do this madeem ni weengi😭😭,as a man hiii ni ufala ..me the way naheshimu my friends i cant do this madeem ni weengi loudly_crying_face loudly_crying_face
