,category,language,likes,published_at,sentiment,subcategory,text,clean_text
125,Others,Code Switching,0,2025-08-21T22:53:33Z,Neutral,General Inquiry,Whats with the chains😅😅😅😅,what s with the chains grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat
126,Constructive Criticism,Code Switching,0,2025-08-18T12:59:04Z,Positive,Performance-based,Even the parents were shocked,even the parents were shocked
127,Irony/Sarcasm,Code Switching,1,2025-08-17T04:42:12Z,Negative,Mock compliment,"Na mbona hii bwana harusi ni wewe😂😂😂
Kwani hiii mbogi haijui kuimba😂😂",na mbona <name> <name> <name> ni wewe facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy <name> hii mbogi haijui kuimba facewithtearsofjoy facewithtearsofjoy
128,Constructive Criticism,English,1,2025-08-16T15:35:34Z,Positive,Genuine Praise,Nice one❤🎉,nice one redheart partypopper
129,Constructive Criticism,Code Switching,2,2025-08-16T15:03:22Z,Positive,Genuine Praise,"The deco people DELIVERED!!. Honestly, I wish them the best as well. God bless their marriage.🎊","the deco people delivered ! ! . honestly , i wish them the best as well . <name> bless their marriage . confettiball"
130,Irony/Sarcasm,Code Switching,1,2025-08-16T08:29:07Z,Negative,Mock compliment,Adi wazazi wameshangaa😂😂 7:55,adi wazazi wameshangaa facewithtearsofjoy facewithtearsofjoy 755
131,Constructive Criticism,Sheng,1,2025-08-12T02:44:05Z,Positive,Genuine Praise,Yenywe ni kume na nne supuu 😂😂😂,yenywe ni kume na nne supuu facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
132,Irony/Sarcasm,Code Switching,0,2025-08-11T19:17:12Z,Negative,Mock compliment,This is pure acting! It is obvious!,this is pure acting ! it is obvious !
133,Irony/Sarcasm,Code Switching,0,2025-08-11T18:31:22Z,Negative,Mock compliment,Kwani bibi hana mbogi😅,kwani bibi <name> <name> grinningfacewithsweat
134,Irony/Sarcasm,English,1,2025-08-11T18:24:47Z,Neutral,Mock compliment,Enyewe birds of a feather😂😂😂😂😅,enyewe birds of a feather facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy grinningfacewithsweat
135,Constructive Criticism,English,0,2025-08-10T04:42:16Z,Positive,Performance-based,They were shooting a movie probably,they were shooting a movie probably
136,Irony/Sarcasm,Plain Emoji,0,2025-08-09T13:07:13Z,Negative,Mock Laughter,😂😂😂,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
137,Irony/Sarcasm,Code Switching,4,2025-08-09T09:27:33Z,Negative,Mock compliment,Mimi ikifika hiyo time piga munju....walete tu kitanda juu hiyo ndio turn on yangu 😂😂😂😂💔💔,<name> ikifika hiyo time piga munju .. walete <name> <name> <name> <name> ndio turn on yangu facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy brokenheart brokenheart
138,Offensive,Code Switching,0,2025-08-08T20:45:52Z,Negative,Vulgar language (Matusi),Amefunga harusi Na shetani😮😮😮😮,amefunga harusi na shetani facewithopenmouth facewithopenmouth facewithopenmouth facewithopenmouth
139,Irony/Sarcasm,Code Switching,1,2025-08-08T12:31:23Z,Negative,Mock Laughter,It's funny jamani waa...h this is crazy 😅😅😅😅😅😅😊😂😂😂,it s funny jamani waa .. h this is crazy grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat smilingfacewithsmilingeyes facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
140,Constructive Criticism,Code Switching,2,2025-08-07T15:18:26Z,Positive,Supportive Speech,Na ni wengi aje..... bogie siku zote 😂😂😂😂,na ni wengi aje .. bogie siku zote facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
141,Irony/Sarcasm,Code Switching,1,2025-08-07T15:11:49Z,Negative,Mock Laughter,Boogie 😂😂😂😂,<name> facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
142,Misinformation,Code Switching,3,2025-08-07T15:04:52Z,Neutral,Misleading/Contextual Deception,Hii ni Kenyan movie,<name> <name> <name> movie
143,Constructive Criticism,Code Switching,11,2025-08-07T03:38:31Z,Neutral,Performance-based,😂😂😂😂kitu ngumu ilikua kwa hii harusi ni kucontrol hio mbogi😂😂😂😂😂aaaai,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy <name> <name> ilikua kwa <name> <name> ni kucontrol hio mbogi facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy aai
144,Irony/Sarcasm,Code Switching,3,2025-08-06T12:28:22Z,Negative,Mock compliment,Ni nini hatujaona Kenya hii😂😂😂😂😂😂😂,<name> <name> hatujaona <name> hii facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
145,Constructive Criticism,English,2,2025-08-05T21:17:58Z,Positive,Genuine Praise,"Nimeona mtu ka Awoh,,,Aka kasa ananisaka,,,bydha sheree ilikuwa lit,,,na sai mambo ni zetuzetu,,,","nimeona mtu ka <name>,,aka kasa ananisaka,,bydha sheree ilikuwa lit,,na sai mambo ni zetuzetu , , ,"
146,Constructive Criticism,Code Switching,4,2025-08-05T20:30:49Z,Negative,Performance-based,The fact that waliimba shangwe Hallelujah!😂😅,the fact that waliimba shangwe hallelujah ! facewithtearsofjoy grinningfacewithsweat
147,Offensive,Code Switching,1,2025-08-05T20:19:00Z,Negative,Vulgar language (Matusi),Hii ni ya mapepo.,<name> <name> <name> <name> .
148,Others,Code Switching,0,2025-08-05T17:40:30Z,Neutral,Spam,How to save money on a low income in Kenya https://smartmoneyk.blogspot.com/2025/08/how-to-save-money-on-low-income-in_4.html,how to save money on a low income in <name>
149,Constructive Criticism,Code Switching,0,2025-08-05T09:18:50Z,Neutral,Genuine feedback,Maybe hao ni parents for hire,maybe hao ni parents for hire
150,Constructive Criticism,English,2,2025-08-05T03:59:54Z,Positive,Supportive Speech,"Wah,,,God have mercy on us please 🙏","wah,,god have mercy on us please foldedhands"
151,Irony/Sarcasm,Code Switching,0,2025-08-04T17:22:31Z,Negative,Mock compliment,"Wtf...this isn't a wedding, it's a class clown re union frankly speaking.the lady's face is struggling to keep a calm face.","wtf .. this is nt a wedding , it s a class clown re union frankly speaking.the lady s face is struggling to keep a calm face ."
152,Irony/Sarcasm,Code Switching,2,2025-08-04T10:54:18Z,Negative,Mock Laughter,THIS CRAZY😆😅😅🤣,this crazy grinningsquintingface grinningfacewithsweat grinningfacewithsweat rollingonthefloorlaughing
153,Constructive Criticism,English,2,2025-08-04T07:38:13Z,Positive,Genuine Praise,Best wedding ever,best wedding ever
154,Irony/Sarcasm,Code Switching,1,2025-08-04T07:37:54Z,Negative,Mock compliment,Niko hapo kwa piga muju,<name> <name> kwa piga muju
155,Constructive Criticism,Sheng,1,2025-08-04T07:33:35Z,Positive,Genuine Praise,Mgaro nayo,mgaro nayo
156,Constructive Criticism,Swahili,2,2025-08-04T07:32:31Z,Positive,Genuine Praise,Kali sana,<name> sana
157,Irony/Sarcasm,Code Switching,1,2025-08-04T06:49:10Z,Negative,Mock compliment,Mtoto na shosh wake🤭🫢🫢,<name> na shosh wake facewithhandovermouth facewithopeneyesandhandovermouthfacewithopeneyesandhandovermouth
158,Constructive Criticism,Code Switching,6,2025-08-03T22:15:55Z,Neutral,Supportive Speech,Kwani walikua Sunday school 🤣juuu nyimbo zote wameimba hiimbwa kwa Sunday school 😅,kwani walikua sunday school rollingonthefloorlaughing juu nyimbo zote wameimba hiimbwa kwa sunday school grinningfacewithsweat
159,Constructive Criticism,Code Switching,1,2025-08-03T19:41:19Z,Positive,Genuine feedback,Alimpa probox,alimpa probox
160,Others,Code Switching,1,2025-08-03T14:34:03Z,Neutral,General Inquiry,Where did they sign marriage certificate,where did they sign marriage certificate
161,Constructive Criticism,Code Switching,1,2025-08-03T14:32:48Z,Neutral,Genuine feedback,I think this is acting for new song just my thoughts,i think this is acting for new song just my thoughts
162,Constructive Criticism,English,1,2025-08-03T14:29:03Z,Neutral,Genuine feedback,May be is shooting or is real,may be is shooting or is real
163,Others,Code Switching,0,2025-08-03T08:22:00Z,Neutral,Spam,"Inspiring 

Check out my wedding

https://m.youtube.com/watch?v=GCKDU0x6ho0&t=2089s&pp=ygUcc2FtYW50aGEgYW5kIGplZmZyZXkgd2VkZGluZw%3D%3D",inspiring check out my wedding
164,Constructive Criticism,Code Switching,1,2025-08-02T19:19:02Z,Neutral,Genuine feedback,Sina maoni,sina maoni
165,Others,Code Switching,2,2025-08-02T18:39:42Z,Neutral,General Inquiry,Will yoy belive ako na watoto,will yoy belive <name> na watoto
166,Irony/Sarcasm,Code Switching,3,2025-08-02T15:33:22Z,Negative,Mock Laughter,😂😂😂😂waaa wedding ya wahuni😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂hii Nayo ilibamba😂😂😂😂😂😂,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy waa wedding ya wahuni facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy <name> <name> ilibamba facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
167,Offensive,Code Switching,1,2025-08-02T08:07:29Z,Negative,Non-personal,Cult is real#,cult is real
168,Irony/Sarcasm,Code Switching,9,2025-08-02T05:53:13Z,Negative,Mock compliment,Piga mtu piga mtu😂😂😂😂🤣🤣🤣🤣🤣🤣 this is the best gen z wedding ever 😂😂😂😂😂😂😂 .,piga mtu piga mtu facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing this is the best gen z wedding ever facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy .
169,Irony/Sarcasm,Plain Emoji,1,2025-08-02T03:02:54Z,Negative,Mock Laughter,😂😂😂😂😂😂😂😂,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
170,Constructive Criticism,Code Switching,2,2025-08-02T02:27:08Z,Neutral,Supportive Speech,Uradi uradi😂😂,uradi uradi facewithtearsofjoy facewithtearsofjoy
171,Constructive Criticism,Code Switching,1,2025-08-01T18:35:02Z,Positive,Supportive Speech,Wacheni kujudge watu inafaa huyu patelo aombewe mungu amsaidie,wacheni kujudge watu inafaa huyu <name> <name> <name> <name>
172,Irony/Sarcasm,Code Switching,4,2025-08-01T18:04:41Z,Negative,Mock Laughter,This is crazy 🤣🤣🤣🤣😂 6:43,this is crazy rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing facewithtearsofjoy 643
173,Irony/Sarcasm,Code Switching,3,2025-08-01T18:04:14Z,Negative,Mock Laughter,😅😅😅😅 this is crazy 🤣🤣🤣,grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat this is crazy rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing
174,Others,Code Switching,2,2025-08-01T13:10:09Z,Neutral,General Inquiry,Gen-z hapo ni nani exactly just asking 😅,<name> <name> <name> <name> <name> <name> exactly just asking grinningfacewithsweat
175,Others,English,2,2025-08-01T12:01:11Z,Neutral,General Inquiry,do you have to present your news in an optimistic pov...?,do you have to present your news in an optimistic pov .. ?
176,Others,Code Switching,3,2025-08-01T11:20:42Z,Neutral,General Inquiry,Are those the parents or wa hire😂,are those the parents or wa hire facewithtearsofjoy
177,Others,Code Switching,1,2025-08-01T11:20:09Z,Neutral,General Inquiry,Pesa ni kama hiko..ama hiko pesa,pesa ni <name> <name> .. <name> <name> pesa
178,Others,Code Switching,1,2025-08-01T11:11:44Z,Neutral,General Inquiry,Ni harusi ya ukweli au movie 🤔🤔inakaa acting 😅😅,<name> <name> <name> <name> au movie <name> <name> <name> acting grinningfacewithsweat grinningfacewithsweat
179,Constructive Criticism,English,1,2025-08-01T10:53:21Z,Positive,Genuine feedback,Oooh lord,oooh lord
180,Constructive Criticism,Code Switching,3,2025-08-01T10:39:48Z,Positive,Genuine Praise,Iko sawa watu wajibambe,iko sawa watu wajibambe
181,Others,Code Switching,1,2025-08-01T08:16:31Z,Neutral,Spam,Huezi npea story hvi nkose ku subscribe ❤❤❤❤❤,huezi npea story hvi nkose ku subscribe redheart redheart redheart redheart redheart
182,Irony/Sarcasm,Code Switching,13,2025-08-01T06:21:19Z,Negative,Mock compliment,Inanikalia movie though 😂,inanikalia movie though facewithtearsofjoy
183,Constructive Criticism,Sheng,1,2025-08-01T06:16:38Z,Neutral,Supportive Speech,We do Ni ya mraas nawanaifunga kimangoto 👊🏿👊🏿,we do <name> <name> <name> <name> <name> oncomingfist darkskintone oncomingfist darkskintone
184,Irony/Sarcasm,Code Switching,0,2025-08-01T03:09:19Z,Negative,Mock compliment,Haloooooo😂,haloo facewithtearsofjoy
185,Offensive,Code Switching,0,2025-08-01T03:00:19Z,Negative,Vulgar language (Matusi),Ukona kiherehere,ukona kiherehere
186,Constructive Criticism,Code Switching,0,2025-07-31T22:01:07Z,Positive,Genuine feedback,"Wueh, hope nobody kills another in days to come","wueh , hope nobody kills another in days to come"
187,Irony/Sarcasm,Plain Emoji,1,2025-07-31T20:57:32Z,Negative,Mock Laughter,😂😂😂😂,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
188,Constructive Criticism,Code Switching,1,2025-07-31T20:50:40Z,Neutral,Performance-based,Bro unapiga kelele sana.,bro unapiga kelele sana .
189,Constructive Criticism,English,0,2025-07-31T20:46:36Z,Positive,Genuine feedback,"I hate it when you use the word ""a normal wedding"" was there's abnormal?",i hate it when you use the word a normal wedding was there s abnormal ?
190,Constructive Criticism,Sheng,0,2025-07-31T18:28:12Z,Neutral,Genuine feedback,Ugeto,ugeto
191,Constructive Criticism,English,11,2025-07-31T16:59:31Z,Positive,Genuine Praise,"I honestly wish them well and may they live together till old age,, this was pure wedding without pretends,, they say be real and it was, the support from friends was genuine,,, please God bless their marriage let no man separate them❤","i honestly wish them well and may they live together till old age , , this was pure wedding without pretends , , they say be real and it was , the support from friends was genuine , , , please <name> bless their marriage let no man separate them redheart"
192,Constructive Criticism,English,0,2025-07-31T16:39:32Z,Positive,Genuine Praise,I like it 😂😂😂😂🔥🔥🔥,i like it facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy fire fire fire
193,Constructive Criticism,Code Switching,5,2025-07-31T16:26:17Z,Positive,Supportive Speech,😂 vle mnadhanianga harusi inafaa kukua hukua brainwashing yangu ntafanyia kwa matope,facewithtearsofjoy vle mnadhanianga harusi inafaa <name> <name> brainwashing yangu <name> <name> matope
194,Irony/Sarcasm,Code Switching,3,2025-07-31T15:56:35Z,Neutral,Mock compliment,Wueh sisemi kitu😂😂,wueh sisemi kitu facewithtearsofjoy facewithtearsofjoy
195,Irony/Sarcasm,Code Switching,3,2025-07-31T14:42:23Z,Negative,Rhetorical Question,Hii ni nini wakuu waah 😂😂😂,<name> ni <name> <name> waah facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
196,Irony/Sarcasm,Code Switching,1,2025-07-31T14:40:42Z,Negative,Rhetorical Question,Hakuna voice comments 🤣🤣🤣🤣🤣🤣🤣🤣🤣,hakuna voice comments rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing
197,Offensive,Code Switching,0,2025-07-31T13:08:38Z,Negative,Vulgar language (Matusi),Nikudinyee nikudinyeee😂,nikudinyee nikudinyee facewithtearsofjoy
198,Offensive,Code Switching,0,2025-07-31T10:34:51Z,Negative,Vulgar language (Matusi),"We jamaa acha ufala ,Yani hata huezi appreciate huyo jamaa nikuaribu tu","we jamaa acha ufala , yani hata huezi appreciate huyo jamaa <name> <name>"
199,Cyberbullying,Code Switching,0,2025-07-31T10:06:33Z,Negative,Body shaming,"What's wrong with her neck,not upright?","what s wrong with her neck , not upright ?"
200,Constructive Criticism,Code Switching,36,2025-07-31T08:07:53Z,Positive,Supportive Speech,The fact that  all those boyz are happy for their mate is enough...That's genuine support...,the fact that all those boyz are happy for their mate is enough .. that s genuine support ..
201,Others,Code Switching,0,2025-07-31T07:15:25Z,Neutral,Spam,Wow...upcoming youtubers tupitiane,wow .. upcoming youtubers tupitiane
202,Constructive Criticism,Code Switching,1,2025-07-31T02:08:02Z,Neutral,Genuine feedback,iyo n content broo😅😅😅,iyo n content broo grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat
203,Offensive,Code Switching,1,2025-07-30T23:44:40Z,Negative,Non-personal,"Upuzi iko hii nchi,Inakaa tu drama","upuzi iko hii nchi , inakaa tu drama"
204,Others,Code Switching,0,2025-07-30T21:52:24Z,Neutral,General Inquiry,uko sure uyo msee si wewe,uko sure uyo msee si wewe
205,Irony/Sarcasm,Code Switching,0,2025-07-30T21:28:36Z,Negative,Mock compliment,Ety bibi harusi haongei mpaka bwanake ampee ruhusa,ety bibi <name> <name> <name> bwanake ampee ruhusa
206,Constructive Criticism,English,0,2025-07-30T21:27:21Z,Positive,Supportive Speech,Wedding is a white man's philosophy. And everyone one is blessed in their own way. They don't have to be all rich.  God can lift you through your wife and watch pastor T mwangi testimony,wedding is a white man s philosophy . and everyone one is blessed in their own way . they do nt have to be all rich . god can lift you through your wife and watch pastor t <name> testimony
207,Constructive Criticism,Sheng,0,2025-07-30T21:20:07Z,Positive,Genuine Praise,Kumi na nne supuu 😂 Topshotta 😁,<name> na nne supuu facewithtearsofjoy topshotta beamingfacewithsmilingeyes
